[from, to, relation, date]
["10318184959", "62682190910", "SPOUSE", "1993-05-26"]
["42167291116", "36763226184", "SPOUSE", "2007-09-01"]
["50534322010", "15292535857", "OFFSPRING", "1995-06-30"]
["92132521081", "58814184889", "SIBLING", "2015-07-30"]
["81041355243", "93395191107", "OFFSPRING", "2008-11-06"]
["92637325775", "68243571508", "SPOUSE", "1976-10-14"]
["40379122367", "51481148599", "SPOUSE", "1994-10-14"]
["19952263664", "33446405930", "PARENT", "2016-04-18"]
["87474057898", "22319008932", "SIBLING", "1997-01-14"]
["31937916488", "69568323150", "SPOUSE", "2004-05-30"]
["56564771843", "76468328120", "OFFSPRING", "2016-12-24"]
["65024499608", "15003722057", "SPOUSE", "2006-01-10"]
["89099625554", "97224291214", "SIBLING", "2000-04-06"]
["31744245149", "93325550487", "OFFSPRING", "1994-04-15"]
["81729767675", "75899312417", "SIBLING", "2002-08-13"]
["19652613981", "76468328120", "SIBLING", "2001-08-15"]
["40119347287", "21840356076", "SPOUSE", "2017-01-17"]
["87118262521", "97321613111", "SPOUSE", "2010-04-30"]
["51352605215", "77132792314", "SIBLING", "2003-01-02"]
["46519294740", "10969146971", "SIBLING", "2014-11-10"]
["62682190910", "72309449583", "OFFSPRING", "2015-12-16"]
["19652613981", "51481148599", "SIBLING", "2005-04-15"]
["92637325775", "56564771843", "SPOUSE", "1986-06-28"]
["15292535857", "89099625554", "PARENT", "1999-05-21"]
["74538292115", "69448536714", "SPOUSE", "2014-12-19"]
["69191273419", "76468328120", "SPOUSE", "1983-11-01"]
["90208511396", "51352605215", "SPOUSE", "2002-03-26"]
["89501156330", "47674564865", "SIBLING", "1983-06-13"]
["62682190910", "90208511396", "SIBLING", "1986-02-12"]
["48070356279", "99015504057", "OFFSPRING", "2003-01-28"]
["67245716854", "36763226184", "SIBLING", "2019-07-18"]
["72309449583", "97224291214", "SPOUSE", "1986-06-23"]
["90792622874", "87474057898", "SIBLING", "1982-12-29"]
["81729767675", "69448536714", "SPOUSE", "1970-04-30"]
["64675292699", "71477117859", "SPOUSE", "1987-11-13"]
["15292535857", "87179915573", "SIBLING", "1984-07-02"]
["36405577647", "50534322010", "SPOUSE", "1981-09-15"]
["51074823863", "70232533224", "SIBLING", "1984-07-22"]
["22319008932", "36405577647", "OFFSPRING", "2012-10-04"]
["50534322010", "36405577647", "SPOUSE", "1981-09-15"]
["42043377667", "64675292699", "PARENT", "2000-01-01"]
["47674564865", "69448536714", "SPOUSE", "1987-10-17"]
["31190689286", "48070356279", "SPOUSE", "2000-05-21"]
["67245716854", "87118262521", "SPOUSE", "1993-11-23"]
["21840356076", "74538292115", "SPOUSE", "1993-03-13"]
["90766043717", "46091309461", "PARENT", "1987-11-06"]
["71477117859", "42043377667", "PARENT", "1979-08-21"]
["90857258083", "81041355243", "SIBLING", "2002-04-06"]
["93325550487", "71477117859", "OFFSPRING", "2019-08-30"]
["58814184889", "87118262521", "SPOUSE", "1983-09-23"]
["93325550487", "90766043717", "PARENT", "1989-10-19"]
["67320326336", "61082455547", "PARENT", "2019-03-11"]
["51074823863", "46730468386", "PARENT", "1987-09-27"]
["31190689286", "67245716854", "SIBLING", "1990-10-01"]
["39778750260", "46519294740", "SPOUSE", "2004-03-28"]
["92132521081", "27829673848", "PARENT", "1992-11-14"]
["31744245149", "50534322010", "SPOUSE", "2011-03-26"]
["76465777888", "36405577647", "OFFSPRING", "1987-07-27"]
["71477117859", "80309559746", "PARENT", "1995-01-22"]
["19652613981", "65024499608", "SIBLING", "2005-11-01"]
["68457066061", "72309449583", "SPOUSE", "2007-09-20"]
["36763226184", "89099625554", "SIBLING", "2016-10-15"]
["90208511396", "64675292699", "SPOUSE", "1971-06-18"]
["19652613981", "36405577647", "SIBLING", "2009-06-24"]
["69568323150", "75311164356", "OFFSPRING", "1970-10-02"]
["58814184889", "64675292699", "OFFSPRING", "1996-10-09"]
["31744245149", "57074933189", "SPOUSE", "1970-03-21"]
["70232533224", "45892798683", "SIBLING", "2008-08-05"]
["86491215045", "18536238376", "SIBLING", "1997-03-28"]
["62682190910", "69191273419", "SPOUSE", "1975-10-17"]
["65024499608", "42167291116", "SIBLING", "2015-11-03"]
["87118262521", "46519294740", "SPOUSE", "2015-06-18"]
["68457066061", "93325550487", "SPOUSE", "1983-04-11"]
["88999167612", "93325550487", "SPOUSE", "1991-06-01"]
["51481148599", "47674564865", "PARENT", "2011-11-20"]
["16867894969", "19769920845", "OFFSPRING", "2015-02-02"]
["10969146971", "64675292699", "PARENT", "1970-11-26"]
["16867894969", "68457066061", "SPOUSE", "2006-09-18"]
["46730468386", "82526933183", "SPOUSE", "2003-03-18"]
["92637325775", "31744245149", "SIBLING", "1997-07-25"]
["81041355243", "71477117859", "SIBLING", "2003-07-09"]
["95975015130", "51352605215", "PARENT", "1992-08-21"]
["87118262521", "15292535857", "PARENT", "1982-09-04"]
["48070356279", "46730468386", "PARENT", "2019-04-26"]
["46730468386", "76465777888", "SIBLING", "2010-11-06"]
["74538292115", "62682190910", "SPOUSE", "1970-10-07"]
["31190689286", "42043377667", "SPOUSE", "1976-05-17"]
["42167291116", "87118262521", "PARENT", "2013-04-11"]
["65024499608", "10318184959", "OFFSPRING", "1997-08-26"]
["75670892400", "72309449583", "SPOUSE", "1994-03-01"]
["21840356076", "64675292699", "SPOUSE", "2001-02-27"]
["19081257821", "97321613111", "SIBLING", "2012-05-19"]
["74538292115", "90766043717", "OFFSPRING", "2017-03-09"]
["36405577647", "84320556439", "SPOUSE", "2000-08-13"]
["92637325775", "90857258083", "SIBLING", "2010-11-28"]
["95975015130", "68243571508", "PARENT", "1975-07-05"]
["57074933189", "45892798683", "SPOUSE", "2011-09-17"]
["75670892400", "69191273419", "SIBLING", "2011-03-09"]
["95975015130", "39778750260", "SPOUSE", "2007-08-11"]
["48070356279", "31190689286", "SPOUSE", "2000-05-21"]
["65024499608", "89501156330", "PARENT", "2010-05-19"]
["89099625554", "18536238376", "OFFSPRING", "1986-08-27"]
["69448536714", "58814184889", "SIBLING", "1972-08-30"]
["87179915573", "50534322010", "PARENT", "1990-07-09"]
["42167291116", "15003722057", "SIBLING", "2001-07-27"]
["97224291214", "82526933183", "SIBLING", "1993-05-11"]
["31937916488", "61082455547", "PARENT", "1992-04-19"]
["59095165555", "67245716854", "SIBLING", "2018-06-04"]
["51352605215", "95975015130", "OFFSPRING", "1992-08-21"]
["97321613111", "16867894969", "PARENT", "2009-01-01"]
["36191272611", "70232533224", "SPOUSE", "1977-12-07"]
["15292535857", "97321613111", "PARENT", "2002-06-28"]
["90208511396", "87118262521", "SPOUSE", "2013-09-04"]
["57074933189", "31190689286", "SIBLING", "2010-08-31"]
["81041355243", "47674564865", "PARENT", "2016-09-13"]
["31937916488", "65024499608", "OFFSPRING", "2017-10-10"]
["75311164356", "33446405930", "SIBLING", "1973-02-16"]
["19952263664", "97224291214", "SPOUSE", "1979-06-04"]
["68457066061", "99015504057", "OFFSPRING", "2002-09-11"]
["42167291116", "33553765741", "SPOUSE", "1972-12-27"]
["62682190910", "45892798683", "SPOUSE", "2015-07-18"]
["92132521081", "71477117859", "SPOUSE", "1997-03-08"]
["30422525320", "55059926183", "OFFSPRING", "1989-11-01"]
["71477117859", "82526933183", "SPOUSE", "1972-04-30"]
["51352605215", "22319008932", "OFFSPRING", "1981-08-29"]
["64675292699", "15292535857", "SPOUSE", "2001-04-23"]
["68457066061", "31937916488", "SIBLING", "2018-10-11"]
["59095165555", "80309559746", "SPOUSE", "1973-02-18"]
["89099625554", "36763226184", "SIBLING", "2016-10-15"]
["57074933189", "46091309461", "SIBLING", "1986-08-30"]
["97224291214", "95975015130", "SIBLING", "1978-07-07"]
["69191273419", "42043377667", "SPOUSE", "1971-06-02"]
["90857258083", "33471662463", "SPOUSE", "1998-04-28"]
["19081257821", "59095165555", "SPOUSE", "1992-11-19"]
["85113697370", "40379122367", "SIBLING", "1970-08-03"]
["55059926183", "84320556439", "SIBLING", "1978-03-15"]
["51074823863", "42167291116", "SPOUSE", "2012-01-21"]
["87474057898", "11825927551", "OFFSPRING", "2009-12-20"]
["75670892400", "87474057898", "SIBLING", "1988-05-16"]
["49737196131", "56564771843", "SPOUSE", "1995-06-19"]
["30422525320", "11825927551", "SIBLING", "1991-01-02"]
["87474057898", "74538292115", "SPOUSE", "1970-02-26"]
["93395191107", "31744245149", "SPOUSE", "1984-04-05"]
["19081257821", "69191273419", "SIBLING", "1986-08-13"]
["58814184889", "74538292115", "OFFSPRING", "2009-02-24"]
["39778750260", "21840356076", "SPOUSE", "1987-06-20"]
["36763226184", "86778582069", "SIBLING", "1999-04-28"]
["76465777888", "90766043717", "OFFSPRING", "1995-11-21"]
["80309559746", "75670892400", "OFFSPRING", "1970-05-27"]
["77888219035", "36405577647", "PARENT", "1999-12-03"]
["76468328120", "87179915573", "SPOUSE", "2005-07-24"]
["90208511396", "56564771843", "SIBLING", "1999-06-28"]
["56564771843", "16867894969", "SIBLING", "2005-10-18"]
["90792622874", "57074933189", "OFFSPRING", "1999-02-02"]
["33471662463", "15292535857", "SIBLING", "1978-05-19"]
["82526933183", "45892798683", "OFFSPRING", "2000-06-29"]
["75311164356", "89501156330", "SPOUSE", "2018-05-03"]
["82526933183", "72309449583", "PARENT", "1991-12-13"]
["90857258083", "50534322010", "SPOUSE", "2012-05-23"]
["22319008932", "93395191107", "OFFSPRING", "1977-08-21"]
["82526933183", "85113697370", "SPOUSE", "2018-08-23"]
["19769920845", "90208511396", "SIBLING", "1984-02-04"]
["84320556439", "30937646422", "SPOUSE", "2002-06-29"]
["48070356279", "84320556439", "OFFSPRING", "1975-12-14"]
["74538292115", "89099625554", "SPOUSE", "1972-02-29"]
["18536238376", "55789494292", "SPOUSE", "2005-08-15"]
["55789494292", "93395191107", "SIBLING", "2013-01-30"]
["21840356076", "51074823863", "PARENT", "2001-10-02"]
["86491215045", "36763226184", "SPOUSE", "1977-01-04"]
["80309559746", "42167291116", "SPOUSE", "1989-12-18"]
["81729767675", "67245716854", "SIBLING", "2004-08-24"]
["10969146971", "77132792314", "SPOUSE", "1989-03-25"]
["60998193625", "90208511396", "OFFSPRING", "1985-03-17"]
["76465777888", "77888219035", "SIBLING", "2019-05-13"]
["90792622874", "10318184959", "SPOUSE", "1982-09-21"]
["77132792314", "10969146971", "SPOUSE", "1989-03-25"]
["10969146971", "55059926183", "SPOUSE", "1991-02-17"]
["15292535857", "46519294740", "SIBLING", "2011-11-24"]
["72309449583", "75670892400", "SPOUSE", "1994-03-01"]
["46091309461", "39778750260", "OFFSPRING", "1998-12-01"]
["59095165555", "27829673848", "SIBLING", "1992-01-30"]
["64675292699", "46519294740", "SPOUSE", "2016-10-30"]
["51352605215", "76465777888", "SPOUSE", "1975-02-02"]
["74538292115", "21840356076", "SPOUSE", "1993-03-13"]
["67245716854", "46730468386", "SPOUSE", "2013-04-16"]
["47674564865", "68457066061", "SPOUSE", "1984-04-19"]
["30422525320", "51074823863", "SPOUSE", "1986-03-14"]
["82410881555", "71477117859", "PARENT", "2012-07-11"]
["84320556439", "93395191107", "OFFSPRING", "1999-08-22"]
["74538292115", "16867894969", "SPOUSE", "2016-04-18"]
["11825927551", "93395191107", "SIBLING", "1982-04-13"]
["90792622874", "86778582069", "SPOUSE", "1986-05-05"]
["76468328120", "30937646422", "PARENT", "2017-02-07"]
["90857258083", "97224291214", "PARENT", "1981-03-30"]
["70232533224", "19769920845", "SPOUSE", "2016-08-14"]
["92637325775", "64675292699", "OFFSPRING", "1990-08-18"]
["69448536714", "47674564865", "SPOUSE", "1987-10-17"]
["19952263664", "92132521081", "SIBLING", "2017-05-12"]
["45892798683", "57074933189", "SPOUSE", "2011-09-17"]
["67320326336", "36405577647", "PARENT", "2004-03-16"]
["15292535857", "69191273419", "OFFSPRING", "1988-05-06"]
["95975015130", "81479111671", "SPOUSE", "1993-04-19"]
["31190689286", "75899312417", "SPOUSE", "2019-08-27"]
["31937916488", "42043377667", "SPOUSE", "2015-02-15"]
["67320326336", "67245716854", "OFFSPRING", "2008-01-06"]
["68243571508", "45892798683", "OFFSPRING", "1996-02-21"]
["65024499608", "33446405930", "SIBLING", "1976-10-23"]
["40119347287", "76468328120", "SPOUSE", "2014-08-27"]
["69568323150", "85113697370", "SPOUSE", "1979-11-25"]
["97321613111", "86778582069", "SIBLING", "1974-12-02"]
["40379122367", "55789494292", "SPOUSE", "2006-07-26"]
["88999167612", "46730468386", "PARENT", "1984-08-17"]
["31937916488", "67320326336", "SPOUSE", "1999-06-19"]
["22824903205", "51481148599", "SPOUSE", "2007-12-16"]
["74538292115", "60998193625", "SIBLING", "1988-01-03"]
["90792622874", "31937916488", "SPOUSE", "1977-04-08"]
["30937646422", "68243571508", "PARENT", "1970-06-05"]
["55059926183", "62682190910", "SPOUSE", "2002-04-15"]
["75311164356", "40379122367", "SPOUSE", "2003-06-13"]
["42043377667", "19652613981", "SPOUSE", "1984-05-04"]
["11825927551", "30422525320", "SIBLING", "1991-01-02"]
["55059926183", "46730468386", "OFFSPRING", "1991-07-09"]
["65024499608", "87118262521", "SIBLING", "1977-07-25"]
["76465777888", "85113697370", "SPOUSE", "2014-03-14"]
["36763226184", "77888219035", "SIBLING", "1983-05-28"]
["48070356279", "70232533224", "SPOUSE", "2017-10-27"]
["33446405930", "15292535857", "SPOUSE", "2013-07-30"]
["89099625554", "39778750260", "SPOUSE", "1994-06-09"]
["90208511396", "70232533224", "SIBLING", "2009-10-07"]
["33553765741", "93325550487", "SPOUSE", "1994-12-23"]
["93395191107", "80309559746", "SPOUSE", "2016-09-23"]
["57074933189", "19769920845", "SPOUSE", "2015-05-11"]
["74538292115", "71477117859", "SIBLING", "2000-02-10"]
["95975015130", "82526933183", "SPOUSE", "2019-10-24"]
["93395191107", "11825927551", "SIBLING", "1982-04-13"]
["85113697370", "88999167612", "SPOUSE", "2005-09-20"]
["69568323150", "31937916488", "SPOUSE", "2004-05-30"]
["33553765741", "90766043717", "SIBLING", "2007-03-21"]
["36405577647", "75670892400", "OFFSPRING", "1993-06-28"]
["87118262521", "65024499608", "SIBLING", "1977-07-25"]
["68243571508", "84320556439", "SPOUSE", "2011-11-11"]
["75311164356", "51352605215", "SIBLING", "2002-08-05"]
["16867894969", "36191272611", "OFFSPRING", "2006-10-19"]
["33553765741", "45892798683", "PARENT", "2014-04-01"]
["50534322010", "87179915573", "OFFSPRING", "1990-07-09"]
["27829673848", "59095165555", "SIBLING", "1992-01-30"]
["69568323150", "76468328120", "PARENT", "1971-12-14"]
["89501156330", "65024499608", "OFFSPRING", "2010-05-19"]
["62682190910", "87179915573", "PARENT", "1990-10-25"]
["19769920845", "16867894969", "PARENT", "2015-02-02"]
["97321613111", "72309449583", "PARENT", "2001-07-16"]
["46519294740", "64675292699", "SPOUSE", "2016-10-30"]
["18536238376", "87179915573", "SPOUSE", "1993-03-21"]
["90208511396", "36763226184", "SPOUSE", "1986-04-13"]
["87474057898", "42043377667", "SIBLING", "1977-09-02"]
["77132792314", "57074933189", "SIBLING", "2004-03-13"]
["93395191107", "39778750260", "SIBLING", "2016-06-11"]
["74538292115", "19769920845", "SPOUSE", "2003-07-06"]
["90857258083", "45892798683", "OFFSPRING", "2016-02-13"]
["33471662463", "61082455547", "PARENT", "1984-02-15"]
["97224291214", "92637325775", "SIBLING", "1975-04-12"]
["86778582069", "90792622874", "SPOUSE", "1986-05-05"]
["70232533224", "86778582069", "SIBLING", "1978-08-25"]
["77132792314", "33553765741", "SPOUSE", "1991-04-04"]
["65024499608", "51352605215", "OFFSPRING", "2006-02-08"]
["74538292115", "72309449583", "SIBLING", "1986-04-29"]
["31190689286", "90766043717", "PARENT", "2001-06-23"]
["39778750260", "67245716854", "OFFSPRING", "1997-12-15"]
["60998193625", "59095165555", "SPOUSE", "1976-05-24"]
["84320556439", "30422525320", "PARENT", "1972-09-28"]
["46519294740", "40379122367", "SPOUSE", "1985-01-26"]
["69568323150", "19769920845", "OFFSPRING", "1992-08-27"]
["46730468386", "82410881555", "OFFSPRING", "2005-05-27"]
["22824903205", "71477117859", "SIBLING", "2015-06-10"]
["86778582069", "47674564865", "SIBLING", "1971-02-11"]
["99015504057", "10969146971", "SPOUSE", "2017-01-27"]
["57074933189", "88999167612", "SIBLING", "1970-01-15"]
["97321613111", "69191273419", "PARENT", "1981-08-10"]
["68457066061", "69448536714", "SIBLING", "1970-01-19"]
["68243571508", "87179915573", "OFFSPRING", "1978-11-11"]
["97321613111", "67245716854", "OFFSPRING", "2013-12-27"]
["46730468386", "93395191107", "SIBLING", "2008-12-02"]
["89501156330", "82410881555", "SPOUSE", "2003-03-07"]
["84320556439", "19081257821", "SPOUSE", "2016-07-28"]
["36405577647", "46730468386", "SIBLING", "1979-05-15"]
["62682190910", "89501156330", "SIBLING", "2001-11-20"]
["51481148599", "65024499608", "OFFSPRING", "1987-10-07"]
["65024499608", "22824903205", "SIBLING", "1989-09-02"]
["33446405930", "69191273419", "SPOUSE", "2009-11-26"]
["19952263664", "81041355243", "OFFSPRING", "1989-01-08"]
["87118262521", "67245716854", "SPOUSE", "1993-11-23"]
["93395191107", "33553765741", "OFFSPRING", "1987-09-02"]
["90857258083", "60998193625", "SIBLING", "2011-12-13"]
["81729767675", "89099625554", "OFFSPRING", "1975-02-23"]
["55789494292", "68243571508", "SPOUSE", "2005-01-13"]
["89099625554", "87474057898", "OFFSPRING", "2017-10-26"]
["33471662463", "31937916488", "SIBLING", "2001-06-14"]
["76465777888", "36191272611", "SPOUSE", "2010-08-08"]
["22824903205", "82410881555", "OFFSPRING", "1978-04-07"]
["22319008932", "97321613111", "SPOUSE", "1979-07-29"]
["33446405930", "19952263664", "OFFSPRING", "2016-04-18"]
["45892798683", "33553765741", "OFFSPRING", "2014-04-01"]
["47674564865", "72309449583", "SIBLING", "2011-08-29"]
["30422525320", "31744245149", "SPOUSE", "1980-03-27"]
["60998193625", "93325550487", "OFFSPRING", "1978-11-26"]
["82410881555", "40119347287", "SIBLING", "1993-04-23"]
["30937646422", "22319008932", "SIBLING", "1971-01-12"]
["55789494292", "95975015130", "SPOUSE", "1983-10-11"]
["62682190910", "16867894969", "OFFSPRING", "1987-02-21"]
["99015504057", "30422525320", "PARENT", "1983-06-28"]
["68243571508", "89501156330", "SIBLING", "1985-10-07"]
["40379122367", "85113697370", "SIBLING", "1970-08-03"]
["80309559746", "33446405930", "OFFSPRING", "2012-03-18"]
["16867894969", "97321613111", "OFFSPRING", "2009-01-01"]
["81041355243", "16867894969", "SIBLING", "1975-11-19"]
["36763226184", "93325550487", "SIBLING", "1984-04-13"]
["87179915573", "90792622874", "SIBLING", "1984-02-25"]
["33446405930", "67245716854", "SPOUSE", "2013-06-26"]
["75311164356", "81479111671", "SPOUSE", "1992-10-14"]
["69448536714", "81729767675", "SPOUSE", "1970-04-30"]
["39778750260", "89099625554", "SPOUSE", "1994-06-09"]
["55789494292", "65024499608", "SIBLING", "1980-11-01"]
["19081257821", "65024499608", "PARENT", "2000-05-01"]
["40379122367", "75311164356", "SPOUSE", "2003-06-13"]
["48070356279", "45892798683", "SPOUSE", "1971-11-15"]
["51481148599", "46519294740", "PARENT", "1980-05-25"]
["61082455547", "27829673848", "SPOUSE", "1991-03-02"]
["67245716854", "39778750260", "PARENT", "1997-12-15"]
["76468328120", "40119347287", "SPOUSE", "2014-08-27"]
["21840356076", "88999167612", "OFFSPRING", "1985-06-11"]
["67320326336", "46519294740", "SIBLING", "1998-12-26"]
["19652613981", "46519294740", "SIBLING", "1997-03-29"]
["71477117859", "82410881555", "OFFSPRING", "2012-07-11"]
["31190689286", "75311164356", "PARENT", "1987-10-02"]
["10318184959", "60998193625", "PARENT", "1987-06-23"]
["69191273419", "46519294740", "PARENT", "1989-10-28"]
["22824903205", "40119347287", "SIBLING", "1973-11-20"]
["39778750260", "15292535857", "SPOUSE", "1970-01-30"]
["55059926183", "70232533224", "SPOUSE", "2011-04-25"]
["31190689286", "22319008932", "SPOUSE", "1979-05-08"]
["90766043717", "33471662463", "SIBLING", "2013-08-22"]
["85113697370", "46730468386", "SIBLING", "1984-06-26"]
["74538292115", "90208511396", "SPOUSE", "1985-11-13"]
["81041355243", "30422525320", "PARENT", "2004-09-27"]
["15292535857", "33471662463", "SIBLING", "1978-05-19"]
["36763226184", "99015504057", "SPOUSE", "1998-04-29"]
["36191272611", "39778750260", "OFFSPRING", "2005-04-03"]
["10318184959", "69191273419", "SIBLING", "2002-02-09"]
["69448536714", "74538292115", "SPOUSE", "2014-12-19"]
["22824903205", "64675292699", "SIBLING", "2010-05-26"]
["55059926183", "59095165555", "PARENT", "1971-09-15"]
["69448536714", "55789494292", "SIBLING", "2004-10-23"]
["36763226184", "59095165555", "PARENT", "1978-11-30"]
["42167291116", "50534322010", "PARENT", "2002-09-27"]
["42043377667", "19081257821", "SIBLING", "1986-08-23"]
["89099625554", "81041355243", "OFFSPRING", "2010-06-23"]
["61082455547", "42043377667", "OFFSPRING", "2010-07-31"]
["19081257821", "67245716854", "OFFSPRING", "2014-03-11"]
["11825927551", "82410881555", "OFFSPRING", "1987-06-27"]
["46519294740", "87118262521", "SPOUSE", "2015-06-18"]
["36405577647", "18536238376", "OFFSPRING", "1986-05-29"]
["90208511396", "74538292115", "SPOUSE", "1985-11-13"]
["90792622874", "84320556439", "SIBLING", "2017-08-11"]
["42167291116", "51074823863", "SPOUSE", "2012-01-21"]
["80309559746", "90792622874", "SPOUSE", "1990-03-24"]
["89501156330", "30937646422", "PARENT", "1991-06-30"]
["64675292699", "58814184889", "PARENT", "1996-10-09"]
["97321613111", "90208511396", "SPOUSE", "2008-03-14"]
["58814184889", "81041355243", "PARENT", "1995-05-06"]
["46519294740", "45892798683", "SIBLING", "1994-12-05"]
["87179915573", "57074933189", "SIBLING", "1982-02-12"]
["93325550487", "69191273419", "SIBLING", "1996-01-22"]
["90857258083", "19769920845", "SIBLING", "2009-07-20"]
["59095165555", "19081257821", "SPOUSE", "1992-11-19"]
["81041355243", "40119347287", "SIBLING", "2004-04-05"]
["88999167612", "57074933189", "SIBLING", "1970-01-15"]
["40119347287", "60998193625", "SPOUSE", "2005-04-17"]
["72309449583", "19952263664", "SIBLING", "1971-11-11"]
["15292535857", "76468328120", "SPOUSE", "1996-07-13"]
["89501156330", "30422525320", "SIBLING", "1995-11-10"]
["65024499608", "72309449583", "OFFSPRING", "1983-12-19"]
["27829673848", "15292535857", "SPOUSE", "2013-10-17"]
["93395191107", "58814184889", "SPOUSE", "2001-12-01"]
["19952263664", "33553765741", "SIBLING", "1970-12-02"]
["61082455547", "67320326336", "OFFSPRING", "2019-03-11"]
["69568323150", "48070356279", "SPOUSE", "2004-12-29"]
["81729767675", "59095165555", "SPOUSE", "1979-06-29"]
["80309559746", "33471662463", "SIBLING", "1972-07-12"]
["87118262521", "58814184889", "SPOUSE", "1983-09-23"]
["10318184959", "81729767675", "SPOUSE", "2008-12-16"]
["45892798683", "70232533224", "SIBLING", "2008-08-05"]
["22319008932", "89099625554", "SIBLING", "2010-06-18"]
["99015504057", "82410881555", "SIBLING", "2004-12-03"]
["21840356076", "18536238376", "SIBLING", "2010-08-30"]
["57074933189", "75311164356", "PARENT", "2015-12-25"]
["51352605215", "19081257821", "SPOUSE", "1972-08-14"]
["36191272611", "76465777888", "SPOUSE", "2010-08-08"]
["36763226184", "50534322010", "SIBLING", "1992-09-25"]
["69191273419", "30422525320", "SPOUSE", "2018-07-17"]
["15003722057", "10318184959", "SPOUSE", "2002-01-08"]
["77888219035", "46519294740", "SPOUSE", "2000-10-16"]
["16867894969", "62682190910", "PARENT", "1987-02-21"]
["36191272611", "57074933189", "SPOUSE", "2002-08-07"]
["69191273419", "19081257821", "SIBLING", "1986-08-13"]
["21840356076", "51352605215", "SPOUSE", "1973-05-29"]
["27829673848", "61082455547", "SPOUSE", "1991-03-02"]
["84320556439", "48070356279", "PARENT", "1975-12-14"]
["77888219035", "30937646422", "PARENT", "1976-08-05"]
["72309449583", "62682190910", "PARENT", "2015-12-16"]
["33553765741", "21840356076", "OFFSPRING", "1972-02-29"]
["42167291116", "31190689286", "SIBLING", "2011-06-25"]
["85113697370", "99015504057", "SIBLING", "1978-06-28"]
["70232533224", "68457066061", "SIBLING", "2005-07-22"]
["57074933189", "89501156330", "SIBLING", "2001-04-09"]
["19652613981", "30937646422", "SPOUSE", "2012-05-07"]
["99015504057", "84320556439", "PARENT", "2005-12-21"]
["90208511396", "80309559746", "SPOUSE", "2002-02-26"]
["85113697370", "45892798683", "SPOUSE", "1986-10-06"]
["57074933189", "40379122367", "OFFSPRING", "1982-08-04"]
["30937646422", "81729767675", "SIBLING", "1993-12-09"]
["36763226184", "90208511396", "SPOUSE", "1986-04-13"]
["72309449583", "15003722057", "SPOUSE", "2015-09-21"]
["90857258083", "18536238376", "PARENT", "1987-04-18"]
["59095165555", "30422525320", "OFFSPRING", "1989-11-24"]
["22824903205", "86491215045", "SIBLING", "1998-07-31"]
["87179915573", "87474057898", "PARENT", "1997-09-29"]
["93325550487", "72309449583", "OFFSPRING", "2013-06-19"]
["56564771843", "92637325775", "SPOUSE", "1986-06-28"]
["47674564865", "89501156330", "SIBLING", "1983-06-13"]
["19081257821", "89099625554", "SIBLING", "1974-10-11"]
["10318184959", "90208511396", "SPOUSE", "2019-02-14"]
["87474057898", "87118262521", "SPOUSE", "1974-12-06"]
["22319008932", "62682190910", "SPOUSE", "2007-10-19"]
["18536238376", "21840356076", "SIBLING", "2010-08-30"]
["36763226184", "31190689286", "SPOUSE", "1989-01-17"]
["97321613111", "15292535857", "OFFSPRING", "2002-06-28"]
["90208511396", "33553765741", "OFFSPRING", "1975-04-11"]
["30937646422", "77132792314", "SPOUSE", "1996-01-12"]
["46730468386", "88999167612", "OFFSPRING", "1984-08-17"]
["77888219035", "31744245149", "SIBLING", "1985-03-12"]
["81729767675", "11825927551", "SPOUSE", "1998-08-05"]
["15292535857", "84320556439", "SIBLING", "2004-02-20"]
["22319008932", "60998193625", "SPOUSE", "2014-08-30"]
["81479111671", "33471662463", "SPOUSE", "2010-06-07"]
["45892798683", "64675292699", "SPOUSE", "1970-01-15"]
["93395191107", "15003722057", "SPOUSE", "2016-01-08"]
["57074933189", "87179915573", "SIBLING", "1982-02-12"]
["46519294740", "60998193625", "SPOUSE", "2007-04-14"]
["93395191107", "55789494292", "SIBLING", "2013-01-30"]
["56564771843", "69191273419", "SPOUSE", "2012-06-22"]
["90857258083", "31744245149", "SPOUSE", "1992-05-30"]
["22319008932", "19952263664", "OFFSPRING", "2018-01-07"]
["19081257821", "42043377667", "SIBLING", "1986-08-23"]
["74538292115", "27829673848", "OFFSPRING", "1982-04-08"]
["90766043717", "86491215045", "OFFSPRING", "1996-07-07"]
["51481148599", "51352605215", "PARENT", "2004-06-04"]
["19652613981", "69191273419", "SIBLING", "2010-10-10"]
["55059926183", "90766043717", "OFFSPRING", "1980-09-20"]
["18536238376", "19769920845", "OFFSPRING", "1994-09-04"]
["88999167612", "59095165555", "SIBLING", "1992-06-24"]
["92637325775", "81729767675", "OFFSPRING", "1976-03-31"]
["50534322010", "19952263664", "SPOUSE", "1972-04-09"]
["84320556439", "82410881555", "SIBLING", "2008-08-11"]
["93395191107", "10969146971", "PARENT", "1982-04-26"]
["80309559746", "31744245149", "SPOUSE", "1995-12-04"]
["33471662463", "40379122367", "SPOUSE", "1988-07-03"]
["89501156330", "97321613111", "SPOUSE", "1985-03-04"]
["19769920845", "70232533224", "SPOUSE", "2016-08-14"]
["95975015130", "84320556439", "OFFSPRING", "2001-06-14"]
["27829673848", "60998193625", "SPOUSE", "1971-08-21"]
["50534322010", "90857258083", "SPOUSE", "2012-05-23"]
["90792622874", "92132521081", "SPOUSE", "1983-09-08"]
